City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Petropavlovsk-Kamchatskiy,RU,2022-05-31 04:08:00,53.0452,158.6483,54.19,54,40,17.9
295,Juneau,US,2022-05-31 04:08:01,58.3019,-134.4197,71.6,100,0,4.61
296,Richards Bay,ZA,2022-05-31 04:08:01,-28.783,32.0377,56.5,76,0,6.35
297,La Ligua,CL,2022-05-31 04:08:01,-32.4524,-71.2311,49.73,64,100,1.81
298,Jaen,ES,2022-05-31 04:08:02,38.0,-3.5,59.16,73,74,2.28
299,Kaeo,NZ,2022-05-31 04:08:02,-35.1,173.7833,67.32,91,100,13.47
300,Palestine,PS,2022-05-31 04:08:03,31.9216,35.2033,69.94,46,0,4.21
301,Redlands,US,2022-05-31 04:08:03,34.0556,-117.1825,68.94,63,0,8.05
302,Faya,SA,2022-05-31 04:08:03,18.3851,42.4509,66.72,21,35,3.47
303,Husavik,IS,2022-05-31 04:08:04,66.0449,-17.3389,50.65,68,64,4.16
304,Wlodawa,PL,2022-05-31 04:08:04,51.55,23.55,48.94,86,79,4.03
305,Mountain Home,US,2022-05-31 04:07:14,43.133,-115.6912,45.88,93,20,4.61
306,Port Blair,IN,2022-05-31 04:08:05,11.6667,92.75,84.61,77,70,15.03
307,Mantua,IT,2022-05-31 04:07:35,45.1667,10.7833,61.41,86,100,3.0
308,Klichka,RU,2022-05-31 04:08:05,50.4457,117.996,55.96,41,100,8.14
309,Sawakin,SD,2022-05-31 04:08:06,19.1059,37.3321,87.82,29,25,2.75
310,Egvekinot,RU,2022-05-31 04:08:06,66.3167,-179.1667,40.06,62,80,5.57
311,Albanel,CA,2022-05-31 04:08:06,48.8832,-72.4487,47.16,85,100,3.44
312,Lugoba,TZ,2022-05-31 04:08:07,-6.45,38.3333,66.56,96,1,3.29
313,Abha,SA,2022-05-31 04:08:07,18.2164,42.5053,66.45,37,0,5.75
314,Cortez,US,2022-05-31 04:08:08,37.3489,-108.5859,50.76,35,20,0.0
315,Barra Do Bugres,BR,2022-05-31 04:08:08,-15.0725,-57.1811,77.09,57,70,0.6
316,Serov,RU,2022-05-31 04:08:08,59.6033,60.5787,50.11,79,88,11.48
317,Svobodnyy,RU,2022-05-31 04:08:09,51.4,128.1333,51.19,91,100,2.91
318,Foki,RU,2022-05-31 04:08:09,56.693,54.3499,55.51,82,60,10.2
319,Ambulu,ID,2022-05-31 04:08:10,-8.345,113.6058,85.96,64,36,4.05
320,Torbay,CA,2022-05-31 04:08:10,47.6666,-52.7314,51.76,83,95,2.46
321,Mnogovershinnyy,RU,2022-05-31 04:08:10,53.9353,139.9242,58.14,57,100,3.56
322,Dingle,PH,2022-05-31 04:08:11,10.9995,122.6711,82.4,76,97,4.45
323,Vikevag,NO,2022-05-31 04:08:11,59.0976,5.6969,49.41,83,85,3.51
324,Lorengau,PG,2022-05-31 04:09:11,-2.0226,147.2712,84.18,67,100,7.56
325,Mumbwa,ZM,2022-05-31 04:09:12,-14.9783,27.0619,51.01,61,0,4.29
326,San Antonio,US,2022-05-31 04:06:51,29.4241,-98.4936,82.27,76,40,20.71
327,Tahta,EG,2022-05-31 04:09:13,26.7693,31.5021,82.56,17,0,7.09
328,Hoquiam,US,2022-05-31 04:09:13,46.9809,-123.8893,55.0,83,99,3.98
329,Nhulunbuy,AU,2022-05-31 04:09:14,-12.2333,136.7667,86.61,62,40,6.91
330,Vao,NC,2022-05-31 04:09:14,-22.6667,167.4833,76.69,84,37,14.03
331,Berbera,SO,2022-05-31 04:09:15,10.4396,45.0143,91.31,42,71,20.29
332,Akhtanizovskaya,RU,2022-05-31 04:09:15,45.32,37.1,68.49,72,84,4.65
333,Aroeiras,BR,2022-05-31 04:09:15,-7.5453,-35.7075,68.07,98,29,2.26
334,Kedougou,SN,2022-05-31 04:09:16,12.5579,-12.1743,82.4,68,100,2.28
335,Kupang,ID,2022-05-31 04:09:16,-10.1667,123.5833,86.07,63,100,4.99
336,Phan Thiet,VN,2022-05-31 04:06:38,10.9333,108.1,89.73,59,85,9.66
337,Yenagoa,NG,2022-05-31 04:09:17,4.9247,6.2642,75.52,96,100,3.98
338,Chabua,IN,2022-05-31 04:09:17,27.4825,95.1736,89.55,66,40,5.75
339,Safaga,EG,2022-05-31 04:09:18,26.7292,33.9365,83.98,36,0,10.27
340,Nabire,ID,2022-05-31 04:09:18,-3.3667,135.4833,87.21,58,95,4.61
341,Mandera,KE,2022-05-31 04:09:18,3.9366,41.867,76.3,67,4,13.29
342,Uzhur,RU,2022-05-31 04:09:19,55.3036,89.8339,64.51,43,24,17.4
343,Piedras Negras,MX,2022-05-31 04:09:19,28.7,-100.5167,89.28,49,0,24.0
344,Tomatlan,MX,2022-05-31 04:09:20,19.9333,-105.25,71.44,89,97,0.25
345,Kenai,US,2022-05-31 04:09:20,60.5544,-151.2583,59.02,80,0,9.22
346,Kalemie,CD,2022-05-31 04:09:20,-5.9475,29.1947,68.13,85,34,0.45
347,Fairbanks,US,2022-05-31 04:09:21,64.8378,-147.7164,76.08,26,40,6.91
348,San Mariano,PH,2022-05-31 04:09:21,7.5,126.0,85.6,66,63,4.38
349,Sioux Lookout,CA,2022-05-31 04:09:22,50.1001,-91.917,60.87,94,100,8.05
350,Purificacion,CO,2022-05-31 04:09:22,3.8587,-74.9313,72.55,85,96,0.96
351,Xiamen,CN,2022-05-31 04:09:23,24.4798,118.0819,80.67,83,99,10.27
352,Pasni,PK,2022-05-31 04:09:23,25.2631,63.471,83.1,80,1,9.26
353,Kaptanganj,IN,2022-05-31 04:09:23,26.9267,83.7153,98.49,35,0,8.28
354,Hokitika,NZ,2022-05-31 04:09:24,-42.7167,170.9667,59.14,86,17,12.97
355,Tautira,PF,2022-05-31 04:09:24,-17.7333,-149.15,79.27,70,35,7.63
356,Evensk,RU,2022-05-31 04:09:24,61.95,159.2333,47.34,64,94,9.04
357,Haines Junction,CA,2022-05-31 04:09:25,60.7522,-137.5108,61.03,40,4,4.97
358,Lisakovsk,KZ,2022-05-31 04:09:25,52.5369,62.4936,60.01,52,0,15.26
359,Do Gonbadan,IR,2022-05-31 04:09:26,30.3586,50.7981,88.47,10,0,4.25
360,Isangel,VU,2022-05-31 04:09:26,-19.55,169.2667,81.93,75,90,4.09
361,Touros,BR,2022-05-31 04:09:27,-5.1989,-35.4608,76.1,91,35,7.78
362,Lafia,NG,2022-05-31 04:09:27,8.4833,8.5167,78.98,76,100,4.41
363,Soyo,AO,2022-05-31 04:09:27,-6.1349,12.3689,72.61,91,19,6.15
364,Amga,RU,2022-05-31 04:09:28,60.8953,131.9608,68.34,40,100,5.5
365,Wagar,SD,2022-05-31 04:09:28,16.1525,36.2032,89.06,17,1,10.83
366,Mehamn,NO,2022-05-31 04:09:28,71.0357,27.8492,49.95,50,0,3.44
367,Maputo,MZ,2022-05-31 04:05:26,-25.9653,32.5892,62.22,80,56,1.01
368,Barra Do Garcas,BR,2022-05-31 04:08:58,-15.89,-52.2567,70.61,59,24,0.96
369,Bonham,US,2022-05-31 04:10:29,33.5773,-96.1783,82.38,72,0,13.8
370,Fort Nelson,CA,2022-05-31 04:10:29,58.8053,-122.7002,57.67,49,15,4.52
371,Mapiripan,CO,2022-05-31 04:10:30,2.8892,-72.1256,72.48,95,98,1.12
372,Rio Gallegos,AR,2022-05-31 04:10:30,-51.6226,-69.2181,37.45,87,20,18.34
373,Kavieng,PG,2022-05-31 04:10:30,-2.5744,150.7967,84.54,70,87,12.35
374,Sarauli,IN,2022-05-31 04:10:31,28.5,79.1,102.52,14,0,3.6
375,Kongolo,CD,2022-05-31 04:10:31,-5.3833,27.0,68.54,85,15,2.42
376,Antofagasta,CL,2022-05-31 04:06:03,-23.65,-70.4,56.48,83,43,2.95
377,Praia Da Vitoria,PT,2022-05-31 04:10:32,38.7333,-27.0667,55.76,87,24,13.76
378,Ancud,CL,2022-05-31 04:10:32,-41.8697,-73.8203,39.52,83,59,5.7
379,Ucluelet,CA,2022-05-31 04:10:32,48.9329,-125.5528,53.1,83,27,6.91
380,Benalla,AU,2022-05-31 04:10:33,-36.55,145.9833,47.95,78,95,14.97
381,Lodi,US,2022-05-31 04:10:33,38.1302,-121.2725,70.25,44,0,1.99
382,Sidrolandia,BR,2022-05-31 04:10:33,-20.9319,-54.9614,63.97,95,100,5.26
383,Saint-Louis,SN,2022-05-31 04:10:34,16.3333,-15.0,82.8,30,25,11.23
384,Taoudenni,ML,2022-05-31 04:10:34,22.6783,-3.9836,90.66,11,2,15.99
385,Neuquen,AR,2022-05-31 04:09:17,-38.9516,-68.0591,35.82,51,0,4.81
386,Ciputat,ID,2022-05-31 04:10:34,-6.2375,106.6956,88.88,70,20,6.91
387,Trelew,AR,2022-05-31 04:10:35,-43.249,-65.3051,37.9,64,11,10.54
388,Puerto Madero,MX,2022-05-31 04:10:35,14.7208,-92.4215,80.8,100,75,3.44
389,Souillac,MU,2022-05-31 04:10:35,-20.5167,57.5167,73.4,68,61,16.33
390,Chontalpa,MX,2022-05-31 04:10:36,17.7,-93.5167,78.71,76,100,7.81
391,Laguna,US,2022-05-31 04:10:36,38.421,-121.4238,72.39,43,0,11.5
392,Kargil,IN,2022-05-31 04:10:36,34.5667,76.1,49.15,41,6,4.92
393,Buraydah,SA,2022-05-31 04:10:37,26.326,43.975,85.28,11,0,7.11
394,Bonthe,SL,2022-05-31 04:10:37,7.5264,-12.505,77.43,84,100,1.66
395,Tocopilla,CL,2022-05-31 04:10:37,-22.092,-70.1979,60.19,71,98,3.78
396,Tual,ID,2022-05-31 04:10:38,-5.6667,132.75,83.21,72,93,8.68
397,Berasia,IN,2022-05-31 04:10:38,23.6333,77.4333,91.85,27,61,15.1
398,Lushnje,AL,2022-05-31 04:10:39,40.9419,19.705,66.52,73,100,3.91
399,Bushehr,IR,2022-05-31 04:10:39,28.9684,50.8385,83.21,59,0,5.39
400,Camiri,BO,2022-05-31 04:10:39,-20.05,-63.5167,52.48,95,100,2.33
401,Qalyub,EG,2022-05-31 04:10:40,30.1792,31.2056,74.19,73,0,8.52
402,Jieshi,CN,2022-05-31 04:10:40,22.8134,115.8257,82.67,77,97,9.95
403,Hofn,IS,2022-05-31 04:10:40,64.2539,-15.2082,43.75,89,76,5.03
404,Eenhana,NA,2022-05-31 04:10:41,-17.4667,16.3333,55.18,48,1,9.55
405,Port Macquarie,AU,2022-05-31 04:10:41,-31.4333,152.9167,66.88,42,0,18.41
406,Praya,CV,2022-05-31 04:10:42,14.9215,-23.5087,73.94,64,20,9.22
407,Conceicao Do Araguaia,BR,2022-05-31 04:10:42,-8.2578,-49.2647,77.0,57,80,1.45
408,Odienne,CI,2022-05-31 04:10:42,9.51,-7.5692,70.95,96,100,7.45
409,Surt,LY,2022-05-31 04:10:43,31.2089,16.5887,76.41,39,98,10.36
410,Tekkali,IN,2022-05-31 04:10:43,18.6167,84.2333,96.28,40,76,7.58
411,Okhotsk,RU,2022-05-31 04:10:44,59.3833,143.3,41.43,69,100,5.19
412,Porto Belo,BR,2022-05-31 04:10:44,-27.1578,-48.5531,58.24,86,100,15.23
413,Flin Flon,CA,2022-05-31 04:10:45,54.7682,-101.865,45.09,88,100,11.9
414,Timon,BR,2022-05-31 04:07:23,-5.0942,-42.8367,76.78,88,40,4.61
415,Malkangiri,IN,2022-05-31 04:10:45,18.35,81.9,96.71,32,88,1.23
416,Ostrovnoy,RU,2022-05-31 04:11:45,68.0531,39.5131,39.97,78,99,4.99
417,Bathsheba,BB,2022-05-31 04:11:46,13.2167,-59.5167,78.49,82,100,15.9
418,Nakskov,DK,2022-05-31 04:11:47,54.8373,11.1284,50.14,81,61,10.8
419,Mengcheng,CN,2022-05-31 04:11:48,33.2579,116.5655,92.1,21,89,12.55
420,Sterling,US,2022-05-31 04:11:48,39.0062,-77.4286,76.15,78,0,3.44
421,Saiha,IN,2022-05-31 04:11:48,22.4833,92.9667,82.22,71,50,2.71
422,Sur,OM,2022-05-31 04:07:49,22.5667,59.5289,92.89,35,0,8.95
423,North Auburn,US,2022-05-31 04:11:49,38.9313,-121.0819,67.23,39,0,0.0
424,Elk Plain,US,2022-05-31 04:11:49,47.0532,-122.3976,55.72,74,20,3.44
425,Saint-Joseph,RE,2022-05-31 04:11:50,-21.3667,55.6167,70.18,68,18,13.87
426,Manadhoo,MV,2022-05-31 04:11:50,5.7667,73.3833,79.07,85,100,26.02
427,Samarai,PG,2022-05-31 04:11:51,-10.6167,150.6667,81.64,73,65,9.1
428,Half Moon Bay,US,2022-05-31 04:11:51,37.4636,-122.4286,59.32,75,75,24.16
429,Monmouth,US,2022-05-31 04:11:52,40.3001,-74.1663,78.89,79,0,5.75
430,Mandalgovi,MN,2022-05-31 04:11:52,45.7625,106.2708,60.84,26,17,9.84
431,Ullapool,GB,2022-05-31 04:11:52,57.8987,-5.1604,45.36,89,90,3.13
432,Caucaia,BR,2022-05-31 04:11:53,-3.7361,-38.6531,76.95,85,40,4.61
433,Harbour Breton,CA,2022-05-31 04:11:53,47.4833,-55.7983,46.06,98,90,1.45
434,Cozumel,MX,2022-05-31 04:11:54,20.5083,-86.9458,79.95,86,40,8.05
435,Maksatikha,RU,2022-05-31 04:11:54,57.797,35.8825,52.79,80,88,7.23
436,Port Hardy,CA,2022-05-31 04:11:54,50.6996,-127.4199,51.48,92,100,8.19
437,Baker City,US,2022-05-31 04:11:55,44.7749,-117.8344,45.59,83,75,10.36
438,Lotofaga,WS,2022-05-31 04:11:55,-13.9764,-171.8578,82.0,74,41,14.38
439,Turtas,RU,2022-05-31 04:11:55,58.9417,69.1325,55.85,80,47,11.23
440,Kavaratti,IN,2022-05-31 04:11:56,10.5669,72.642,82.56,74,100,10.51
441,Namatanai,PG,2022-05-31 04:11:56,-3.6667,152.4333,83.84,67,91,9.82
442,Moron,AR,2022-05-31 04:11:56,-34.6534,-58.6198,44.35,75,46,3.09
443,Kiruna,SE,2022-05-31 04:11:57,67.8557,20.2251,47.32,61,75,6.91
444,Alindao,CF,2022-05-31 04:11:57,5.0267,21.2088,68.86,93,51,0.94
445,Basar,IN,2022-05-31 04:11:58,27.9833,94.6667,82.92,69,19,1.63
446,Manavalakurichi,IN,2022-05-31 04:11:58,8.1333,77.3,83.86,69,96,13.38
447,Nioro,GM,2022-05-31 04:11:59,13.35,-15.75,78.21,63,98,7.14
448,Eravur,LK,2022-05-31 04:11:59,7.7733,81.6095,86.29,61,89,4.81
449,Manaure,CO,2022-05-31 04:11:59,11.7751,-72.4445,81.45,67,33,12.46
450,Blind River,CA,2022-05-31 04:12:00,46.1834,-82.9582,58.55,90,80,2.91
451,Kirakira,SB,2022-05-31 04:12:00,-10.4544,161.9205,83.52,74,38,5.19
452,Wajir,KE,2022-05-31 04:12:01,1.7471,40.0573,73.72,80,4,10.11
453,Rawson,AR,2022-05-31 04:12:01,-43.3002,-65.1023,39.87,63,24,12.59
454,Lavrentiya,RU,2022-05-31 04:12:01,65.5833,-171.0,41.7,78,93,4.34
455,Manakara,MG,2022-05-31 04:12:02,-22.1333,48.0167,63.84,82,30,4.41
456,Zhigansk,RU,2022-05-31 04:12:03,66.7697,123.3711,41.36,62,100,13.51
457,Acajutla,SV,2022-05-31 04:12:03,13.5928,-89.8275,79.2,83,97,4.59
458,Bilibino,RU,2022-05-31 04:12:04,68.0546,166.4372,59.25,44,99,13.33
459,Burnie,AU,2022-05-31 04:12:04,-41.0667,145.9167,52.92,79,95,17.38
460,Saint-Augustin,CA,2022-05-31 04:13:05,51.226,-58.6502,39.58,89,100,15.95
461,Mani,CO,2022-05-31 04:13:05,4.8172,-72.2886,71.76,97,100,1.41
462,Challans,FR,2022-05-31 04:13:05,46.8436,-1.8749,46.6,74,13,4.14
463,Khash,IR,2022-05-31 04:13:06,28.2211,61.2158,75.07,13,1,4.41
464,Mahajanga,MG,2022-05-31 04:13:06,-15.7167,46.3167,66.22,77,0,5.75
465,Makungu,TZ,2022-05-31 04:13:07,-8.7333,35.2833,58.86,92,79,2.91
466,Yarada,IN,2022-05-31 04:13:07,17.65,83.2667,89.92,74,20,9.22
467,Lago Da Pedra,BR,2022-05-31 04:13:07,-4.3333,-45.1667,74.37,89,36,0.85
468,Zabol,AF,2022-05-31 04:13:08,32.25,67.25,68.99,12,0,12.39
469,Roma,US,2022-05-31 04:13:08,43.2128,-75.4557,70.72,88,0,1.01
470,Sinnamary,GF,2022-05-31 04:13:09,5.3833,-52.95,77.05,89,100,8.79
471,Ahipara,NZ,2022-05-31 04:13:09,-35.1667,173.1667,61.84,90,100,16.2
472,Denpasar,ID,2022-05-31 04:13:10,-8.65,115.2167,87.46,74,20,9.22
473,Poum,NC,2022-05-31 04:13:10,-20.2333,164.0167,78.31,84,100,12.84
474,Ust-Tsilma,RU,2022-05-31 04:13:10,65.441,52.1498,57.65,43,15,5.95
475,Ayolas,PY,2022-05-31 04:13:11,-27.4,-56.9,41.76,82,3,7.23
476,Malakal,SS,2022-05-31 04:13:11,9.5334,31.6605,79.38,64,100,5.28
477,Karachi,PK,2022-05-31 04:13:12,24.9056,67.0822,85.82,66,40,13.8
478,Maldonado,UY,2022-05-31 04:13:12,-34.6667,-54.9167,47.23,73,41,4.76
479,Jalu,LY,2022-05-31 04:13:13,29.0331,21.5482,74.95,36,11,9.57
480,Lata,PT,2022-05-31 04:13:13,40.1629,-8.3327,63.07,80,73,3.38
481,Yuzhnyy,RU,2022-05-31 04:08:29,53.2542,83.6936,74.53,23,0,4.47
482,Mayumba,GA,2022-05-31 04:13:13,-3.432,10.6554,72.12,95,77,5.48
483,Lupiro,TZ,2022-05-31 04:13:14,-8.3833,36.6667,65.03,87,60,1.72
484,Thinadhoo,MV,2022-05-31 04:13:14,0.5333,72.9333,83.93,68,87,13.82
485,Coronado,US,2022-05-31 04:13:15,32.6859,-117.1831,65.93,84,20,5.75
486,Bismil,TR,2022-05-31 04:13:15,37.8486,40.6658,78.53,38,0,0.92
487,Vyshchetarasivka,UA,2022-05-31 04:13:15,47.5685,34.881,68.45,74,0,8.03
488,Oussouye,SN,2022-05-31 04:13:16,12.485,-16.5469,76.1,76,85,7.45
489,Nampula,MZ,2022-05-31 04:13:16,-15.1165,39.2666,60.75,82,40,2.3
490,Havoysund,NO,2022-05-31 04:13:17,70.9963,24.6622,50.23,53,4,9.8
491,Bilma,NE,2022-05-31 04:13:17,18.6853,12.9164,83.39,10,0,6.67
492,Irbeyskoye,RU,2022-05-31 04:13:17,55.6428,95.4522,64.58,53,27,19.13
493,Ayagoz,KZ,2022-05-31 04:13:18,47.9714,80.4392,68.04,46,100,10.31
494,Manama,BH,2022-05-31 04:11:33,26.2154,50.5832,96.98,51,0,11.5
495,Lerwick,GB,2022-05-31 04:13:18,60.1545,-1.1494,48.2,90,64,10.16
496,Victor Harbor,AU,2022-05-31 04:13:19,-35.5667,138.6167,52.0,79,40,24.09
497,College,US,2022-05-31 04:13:20,64.8569,-147.8028,76.06,25,40,6.91
498,Maceio,BR,2022-05-31 04:13:21,-9.6658,-35.7353,74.64,94,75,4.61
499,Lompoc,US,2022-05-31 04:13:21,34.6391,-120.4579,54.93,79,100,10.36
500,Sompeta,IN,2022-05-31 04:13:22,18.9333,84.6,95.47,48,81,8.41
501,Cuenca,EC,2022-05-31 04:08:23,-2.8833,-78.9833,50.86,96,94,1.23
502,Salalah,OM,2022-05-31 04:13:22,17.0151,54.0924,86.09,79,75,3.44
503,Ganzhou,CN,2022-05-31 04:13:22,28.8184,115.4327,76.8,91,96,4.23
504,Macusani,PE,2022-05-31 04:13:23,-14.0833,-70.4333,31.69,92,83,5.5
505,Auki,SB,2022-05-31 04:13:23,-8.7676,160.7034,84.52,65,50,4.32
506,Katsuura,JP,2022-05-31 04:13:24,35.1333,140.3,66.22,85,100,12.44
507,Lahij,YE,2022-05-31 04:13:24,13.1667,44.5833,84.67,51,32,5.5
508,Santa Ana,US,2022-05-31 04:12:24,33.7456,-117.8678,69.08,74,0,5.75
509,Bend,US,2022-05-31 04:12:14,44.0582,-121.3153,48.06,68,100,9.22
510,Batemans Bay,AU,2022-05-31 04:11:16,-35.7167,150.1833,57.09,43,6,13.8
511,Hirara,JP,2022-05-31 04:14:25,24.8,125.2833,81.01,88,100,19.06
512,San Policarpo,PH,2022-05-31 04:14:25,12.1791,125.5072,80.22,86,100,7.16
513,Taywarah,AF,2022-05-31 04:11:08,33.35,64.4167,55.94,22,0,5.03
514,Tucumcari,US,2022-05-31 04:14:26,35.1717,-103.725,71.44,13,0,8.05
515,Sao Luis De Montes Belos,BR,2022-05-31 04:14:26,-16.525,-50.3722,65.21,57,0,1.1
516,Batagay-Alyta,RU,2022-05-31 04:14:27,67.8006,130.4114,35.35,95,100,1.74
517,Biggar,GB,2022-05-31 04:14:27,55.6167,-3.5167,45.01,96,100,3.27
518,Pangnirtung,CA,2022-05-31 04:14:27,66.1451,-65.7125,22.91,88,33,6.85
519,Makakilo City,US,2022-05-31 04:14:28,21.3469,-158.0858,82.72,57,0,11.5
520,Katherine,AU,2022-05-31 04:14:28,-14.4667,132.2667,88.12,45,40,5.75
521,Sept-Iles,CA,2022-05-31 04:14:29,50.2001,-66.3821,44.06,64,14,4.0
522,Ewa Beach,US,2022-05-31 04:09:39,21.3156,-158.0072,84.15,57,0,11.5
523,Enid,US,2022-05-31 04:14:29,36.3956,-97.8784,78.98,72,0,12.66
524,Santa Rita,BR,2022-05-31 04:10:34,-7.1139,-34.9781,75.87,100,40,5.75
525,Shingu,JP,2022-05-31 04:14:30,33.7333,135.9833,70.75,80,100,4.09
526,Griffith,US,2022-05-31 04:14:30,41.5284,-87.4237,80.06,64,40,11.5
527,Cascais,PT,2022-05-31 04:14:31,38.6979,-9.4215,67.51,77,77,17.0
528,Sambava,MG,2022-05-31 04:14:31,-14.2667,50.1667,73.65,74,51,12.12
529,Chumikan,RU,2022-05-31 04:14:32,54.7183,135.315,34.09,98,100,9.35
530,Westport,US,2022-05-31 04:13:04,41.1415,-73.3579,73.62,86,0,4.61
531,San Borja,BO,2022-05-31 04:14:32,-14.8167,-66.85,70.38,98,100,4.56
532,Inhambane,MZ,2022-05-31 04:14:33,-23.865,35.3833,68.23,72,44,7.99
533,Pontianak,ID,2022-05-31 04:14:33,-0.0333,109.3333,89.58,62,40,2.3
534,Kargopol,RU,2022-05-31 04:14:34,61.5071,38.9456,56.34,88,7,2.35
535,Manokwari,ID,2022-05-31 04:14:34,-0.8667,134.0833,83.17,72,92,7.43
536,Kahului,US,2022-05-31 04:12:34,20.8947,-156.47,80.62,71,40,20.71
537,Mareeba,AU,2022-05-31 04:14:35,-17.0,145.4333,84.43,49,76,4.7
538,Peniche,PT,2022-05-31 04:14:35,39.3558,-9.3811,67.28,87,66,12.46
539,Trapani,IT,2022-05-31 04:14:35,37.8333,12.6667,75.88,42,56,5.57
540,Takaungu,KE,2022-05-31 04:14:36,-3.6837,39.8566,76.32,82,3,11.21
541,Turayf,SA,2022-05-31 04:14:36,31.6725,38.6637,76.84,23,0,5.37
542,Sembe,CG,2022-05-31 04:14:36,1.6481,14.5806,70.07,97,97,1.74
543,Hlukhiv,UA,2022-05-31 04:14:37,51.6782,33.9162,60.06,95,78,4.68
544,Pacifica,US,2022-05-31 04:13:46,37.6138,-122.4869,60.58,78,20,24.16
545,Shenjiamen,CN,2022-05-31 04:14:37,29.9576,122.298,69.53,76,91,7.74
546,Rancho Palos Verdes,US,2022-05-31 04:14:38,33.7445,-118.387,66.07,80,0,5.01
547,Grand Forks,US,2022-05-31 04:14:38,47.9417,-97.4337,60.53,94,100,16.11
548,Santa Rosa,PH,2022-05-31 04:14:21,14.3122,121.1114,89.11,76,100,6.69
549,Jumla,NP,2022-05-31 04:14:39,29.2747,82.1838,68.2,36,2,6.17
550,Pathein,MM,2022-05-31 04:14:39,16.7833,94.7333,80.91,83,100,9.17
551,Tilichiki,RU,2022-05-31 04:14:39,60.4667,166.1,41.23,74,98,7.38
552,Roebourne,AU,2022-05-31 04:14:40,-20.7833,117.1333,67.06,80,100,17.27
553,Cumpas,MX,2022-05-31 04:14:40,29.9833,-109.7833,73.42,26,0,3.4
554,Adrar,MR,2022-05-31 04:14:41,20.5022,-10.0711,83.98,18,59,10.6
555,Nantong,CN,2022-05-31 04:14:41,32.0303,120.8747,84.0,21,100,4.0
556,Guadalupe Y Calvo,MX,2022-05-31 04:15:42,26.1,-106.9667,54.27,57,1,2.42
557,Olafsvik,IS,2022-05-31 04:15:42,64.8945,-23.7142,48.04,96,100,8.03
558,Xiangxiang,CN,2022-05-31 04:15:42,27.7333,112.5333,81.25,74,86,5.21
559,Tarrafal,CV,2022-05-31 04:15:42,15.2833,-23.7667,74.19,87,39,11.68
560,Rock Sound,BS,2022-05-31 04:13:38,24.9,-76.2,78.57,76,100,19.93
561,Curitibanos,BR,2022-05-31 04:15:43,-27.2828,-50.5844,41.72,99,100,1.7
562,Quang Ngai,VN,2022-05-31 04:14:31,15.1167,108.8,92.37,56,17,4.16
563,Champerico,GT,2022-05-31 04:15:43,14.3,-91.9167,80.94,77,100,6.15
564,Miri,MY,2022-05-31 04:15:44,4.4148,114.0089,89.74,70,40,6.91
565,Qianan,CN,2022-05-31 04:15:44,44.9932,124.0581,66.69,31,71,7.61
566,Atar,MR,2022-05-31 04:15:44,20.5169,-13.0499,86.67,18,78,5.73
